ID,Age,Salary,Experience,Department,City,Gender,Rating,Bonus,Performance,Join_Year,Active
376,56,103346,26,Finance,Bangalore,Male,4.2,12716,High,2004,No
377,46,94391,30,Marketing,Bangalore,Male,1.7,5202,High,2022,No
378,59,58636,6,HR,Pune,Male,2.1,6788,Medium,2006,Yes
379,43,30839,3,HR,Mumbai,Male,4.1,18632,Low,2017,No
380,52,85546,13,HR,Bangalore,Male,2.9,14697,Low,2005,No
381,42,67829,9,HR,Mumbai,Female,3.2,17443,Low,2016,Yes
382,41,29230,33,Sales,Pune,Female,3.4,4213,Medium,2011,No
383,30,71977,25,Marketing,Delhi,Female,1.4,1117,Low,2011,Yes
384,24,60232,22,IT,Bangalore,Female,4.4,7823,High,2000,Yes
385,53,114792,8,IT,Chennai,Male,4.5,1285,Low,2001,Yes
386,62,45651,36,IT,Chennai,Female,2.9,9210,High,2020,No
387,37,117919,7,Sales,Chennai,Female,3.5,18389,Low,2017,No
388,18,59963,13,Marketing,Chennai,Female,3.6,7745,Low,2013,Yes
389,25,75872,6,Marketing,Chennai,Male,1.8,6689,High,2009,No
390,63,99198,6,Sales,Chennai,Male,1.5,6109,Medium,2013,No
391,33,33739,8,HR,Chennai,Male,1.1,8207,Medium,2002,Yes
392,31,83294,2,Finance,Bangalore,Male,4.7,12528,Medium,2020,No
393,29,68356,13,HR,Chennai,Female,2.4,9312,High,2012,No
394,40,21789,16,IT,Chennai,Female,1.3,11861,High,2018,No
395,32,39420,21,HR,Pune,Female,2.9,7507,Low,2004,Yes
396,45,109297,25,Sales,Bangalore,Female,1.3,15540,Low,2018,Yes
397,51,57606,27,IT,Pune,Female,1.3,16181,High,2004,Yes
398,19,58640,13,Finance,Mumbai,Female,3.0,3593,Low,2012,Yes
399,49,64135,8,IT,Chennai,Female,3.0,6949,Low,2014,Yes
400,40,57067,25,HR,Delhi,Female,3.3,7473,Medium,2005,No
401,39,78420,1,Marketing,Chennai,Male,3.6,15996,High,2011,No
402,42,37357,10,Marketing,Chennai,Female,3.7,6336,Medium,2015,Yes
403,39,59851,16,Marketing,Pune,Female,2.7,13964,Low,2017,No
404,39,58262,33,IT,Mumbai,Male,3.6,3579,Low,2014,Yes
405,59,96853,18,Marketing,Pune,Female,2.2,10324,Medium,2015,No
406,23,78643,38,Sales,Bangalore,Female,2.8,17582,High,2013,Yes
407,32,41534,17,Finance,Mumbai,Male,2.6,1401,Low,2015,Yes
408,60,111270,12,Marketing,Mumbai,Male,2.3,13471,High,2002,No
409,54,52872,4,Sales,Mumbai,Female,2.0,1016,Medium,2021,Yes
410,50,27689,22,Sales,Pune,Male,1.3,15491,Low,2001,Yes
411,25,89103,23,IT,Chennai,Male,3.0,2044,Medium,2023,No
412,61,106268,28,IT,Chennai,Male,3.1,6230,High,2009,Yes
413,61,106310,7,Finance,Chennai,Male,2.3,10267,Low,2013,No
414,22,108731,25,Finance,Chennai,Female,4.9,8440,High,2022,Yes
415,56,57412,14,HR,Chennai,Male,3.2,18189,High,2016,Yes
416,21,67734,0,Finance,Bangalore,Male,4.6,13672,Low,2020,No
417,23,107793,27,IT,Delhi,Female,3.3,16264,Medium,2020,Yes
418,62,89930,13,Sales,Mumbai,Male,1.8,10054,Low,2016,Yes
419,49,42228,33,HR,Delhi,Male,4.9,12351,High,2021,No
420,47,97924,30,Finance,Bangalore,Male,4.5,10646,High,2017,Yes
421,64,31319,5,Sales,Chennai,Female,2.9,3628,High,2002,No
422,52,26475,4,IT,Bangalore,Male,2.0,10385,Low,2020,No
423,57,117091,30,Marketing,Bangalore,Male,1.9,11345,High,2014,No
424,33,103694,36,HR,Delhi,Male,4.2,19277,Low,2011,No
425,30,34728,14,Sales,Mumbai,Male,1.3,17705,Low,2015,Yes
426,59,49545,14,IT,Pune,Male,3.6,19747,High,2005,No
427,47,116636,4,IT,Pune,Male,3.6,5203,High,2013,Yes
428,36,101686,27,HR,Mumbai,Female,1.7,19212,High,2017,No
429,34,118750,32,HR,Chennai,Male,3.8,19972,Medium,2019,No
430,36,118412,10,Finance,Bangalore,Female,3.8,12233,Medium,2002,No
431,45,81756,5,Finance,Chennai,Female,2.4,7718,Medium,2016,Yes
432,43,88775,22,HR,Bangalore,Female,2.9,18934,High,2019,Yes
433,54,58699,39,HR,Pune,Female,4.3,1237,High,2005,No
434,43,56821,1,Sales,Mumbai,Male,3.1,10224,Medium,2006,No
435,40,50615,14,Finance,Delhi,Male,3.5,11575,Low,2005,No
436,26,33746,22,IT,Delhi,Male,2.7,1120,Medium,2011,No
437,29,106457,21,Finance,Mumbai,Male,1.6,12272,Medium,2016,Yes
438,18,42745,8,Finance,Pune,Male,5.0,17567,Low,2020,No
439,18,21245,39,HR,Bangalore,Male,3.1,12923,Medium,2020,No
440,64,44853,29,HR,Delhi,Female,2.3,14176,Medium,2005,No
441,51,47632,15,Finance,Pune,Male,3.9,19177,Medium,2014,No
442,49,32856,29,Marketing,Mumbai,Male,3.5,14056,Low,2004,No
443,42,76893,8,Marketing,Chennai,Female,1.9,16355,Low,2021,Yes
444,57,90641,0,Finance,Pune,Male,4.5,1329,Medium,2014,No
445,62,88049,37,Marketing,Pune,Female,1.3,11710,High,2010,Yes
446,18,78182,7,Finance,Chennai,Male,3.4,5917,Medium,2008,No
447,33,22801,17,HR,Pune,Male,2.9,14329,Low,2003,Yes
448,56,117881,26,HR,Delhi,Female,2.3,18687,Low,2002,No
449,22,99431,17,HR,Delhi,Male,4.3,8381,Low,2012,Yes
450,39,59749,31,IT,Delhi,Male,3.6,16635,High,2005,Yes
451,46,93757,31,HR,Pune,Female,4.0,14308,High,2000,No
452,20,75654,35,HR,Pune,Male,2.7,17266,High,2009,Yes
453,29,91574,35,Finance,Pune,Male,4.8,10544,Medium,2004,No
454,43,117567,20,Marketing,Mumbai,Male,2.4,6838,Low,2001,Yes
455,33,75381,31,Marketing,Chennai,Male,3.1,3747,Medium,2021,No
456,54,78601,30,HR,Pune,Female,4.7,7580,Medium,2018,Yes
457,39,35082,36,HR,Chennai,Female,1.3,17389,High,2015,No
458,46,34648,15,HR,Bangalore,Female,1.4,8648,Medium,2008,Yes
459,31,20364,13,Finance,Delhi,Female,5.0,2663,High,2017,No
460,45,54568,23,Finance,Mumbai,Female,4.9,16885,High,2016,No
461,22,99646,24,Finance,Chennai,Male,4.1,1385,Low,2006,Yes
462,64,91494,34,Marketing,Delhi,Male,2.9,6651,Low,2020,Yes
463,47,94632,16,IT,Mumbai,Female,3.0,12113,Medium,2016,Yes
464,63,27436,3,Marketing,Delhi,Female,2.0,8439,Medium,2020,No
465,22,106713,10,Finance,Pune,Male,2.7,16554,Low,2019,No
466,29,46754,14,Sales,Pune,Female,2.7,3973,Medium,2000,No
467,33,80194,29,IT,Delhi,Female,1.1,7614,Low,2007,Yes
468,43,44544,23,HR,Mumbai,Male,2.8,16462,Low,2019,No
469,43,80180,1,Marketing,Delhi,Male,2.9,8160,High,2009,No
470,38,83295,33,IT,Bangalore,Female,3.7,17598,Low,2022,No
471,56,32638,22,Sales,Mumbai,Female,3.1,7220,Low,2005,No
472,53,85715,30,IT,Mumbai,Male,4.4,15719,High,2008,No
473,50,89409,36,Marketing,Delhi,Female,2.5,11029,High,2000,No
474,47,103106,12,Finance,Chennai,Female,2.6,15230,High,2009,Yes
475,54,37157,32,HR,Delhi,Male,3.3,1836,High,2023,No
476,40,65565,6,Finance,Chennai,Female,1.8,5600,Low,2011,Yes
477,27,89996,31,Finance,Mumbai,Female,2.6,19165,Low,2010,No
478,22,85888,6,Marketing,Pune,Female,3.7,13182,Low,2004,No
479,53,76095,37,Finance,Pune,Male,2.6,5558,Low,2018,Yes
480,51,84947,12,Finance,Delhi,Male,4.6,19582,Low,2009,Yes
481,48,107122,23,Marketing,Chennai,Male,3.5,12398,Low,2017,Yes
482,27,90880,27,Marketing,Delhi,Female,1.6,3986,High,2008,Yes
483,36,24507,31,Sales,Bangalore,Female,2.9,2213,Low,2002,Yes
484,49,63988,17,Finance,Delhi,Female,4.1,4429,High,2003,No
485,18,118421,33,IT,Delhi,Male,3.6,1368,High,2021,No
486,22,36865,33,HR,Delhi,Female,4.5,9363,Low,2020,No
487,62,47213,37,HR,Delhi,Male,4.0,12333,High,2005,No
488,21,75954,0,Marketing,Chennai,Female,1.2,9911,Low,2001,Yes
489,33,77450,30,Marketing,Chennai,Female,1.5,7713,Medium,2004,No
490,41,24477,0,Sales,Chennai,Male,3.6,13970,High,2019,No
491,33,82222,15,Finance,Bangalore,Female,2.0,4327,Medium,2012,Yes
492,19,26533,38,Marketing,Bangalore,Female,3.4,18829,High,2000,No
493,45,69395,14,Marketing,Delhi,Male,4.2,9347,Low,2013,No
494,49,43396,32,HR,Chennai,Female,3.3,12448,Low,2019,Yes
495,44,32755,22,Finance,Bangalore,Female,2.7,5808,Low,2010,Yes
496,37,20865,33,Sales,Pune,Female,3.6,16320,Low,2001,Yes
497,41,31173,16,Marketing,Delhi,Female,1.6,4673,High,2014,Yes
498,29,78905,24,Marketing,Mumbai,Male,3.9,16596,Low,2006,No
499,52,58097,5,Marketing,Chennai,Female,3.8,2881,Medium,2022,Yes
500,50,53371,30,HR,Delhi,Male,3.1,8612,High,2004,Yes
501,50,31254,4,Marketing,Delhi,Female,2.1,2526,Medium,2011,Yes
502,60,24018,39,Marketing,Mumbai,Female,4.2,5030,Low,2016,No
503,54,25192,39,HR,Pune,Female,3.0,7992,Low,2015,Yes
504,29,22015,29,Marketing,Bangalore,Male,1.2,2817,Low,2016,Yes
505,20,88916,4,Finance,Bangalore,Female,4.7,9694,High,2006,Yes
506,18,48343,11,Finance,Mumbai,Female,4.1,11090,Medium,2000,Yes
507,50,89306,6,HR,Mumbai,Male,3.3,1456,Low,2001,No
508,57,25829,12,Finance,Bangalore,Male,2.7,5787,Low,2019,No
509,27,54381,3,Sales,Pune,Female,4.8,8027,Low,2004,No
510,60,101081,2,Marketing,Pune,Male,4.1,10157,High,2000,Yes
511,61,38263,11,Sales,Delhi,Male,3.1,15211,High,2012,Yes
512,46,73260,0,Finance,Mumbai,Female,3.6,9448,Low,2000,Yes
513,30,63306,26,HR,Mumbai,Male,2.1,18541,Medium,2018,No
514,29,111211,12,HR,Mumbai,Female,1.8,18335,Low,2000,Yes
515,48,78418,16,Sales,Bangalore,Male,2.1,10963,High,2002,Yes
516,63,110898,7,Finance,Bangalore,Male,2.2,16231,Low,2004,No
517,19,20148,31,Marketing,Bangalore,Female,4.0,15679,Medium,2018,Yes
518,52,21754,19,Finance,Pune,Female,1.6,5521,High,2011,No
519,40,46745,16,Finance,Bangalore,Female,4.1,12400,Medium,2007,Yes
520,34,92914,33,HR,Delhi,Male,3.1,1848,Medium,2004,No
521,43,75833,34,IT,Bangalore,Female,2.5,19167,Low,2014,Yes
522,25,40140,34,Marketing,Pune,Female,2.2,9973,High,2010,No
523,46,94907,37,Marketing,Mumbai,Female,3.1,6987,High,2014,No
524,43,80653,23,HR,Delhi,Male,2.3,6292,High,2004,No
525,27,112535,17,Finance,Pune,Female,2.7,1288,Medium,2005,Yes
526,43,81521,38,HR,Chennai,Female,4.0,19323,High,2003,No
527,51,98315,32,Finance,Mumbai,Male,3.5,14473,Medium,2004,No
528,58,51075,22,IT,Bangalore,Female,4.0,17706,High,2012,Yes
529,24,50697,24,IT,Pune,Female,3.9,8850,Low,2021,No
530,21,74544,36,Sales,Chennai,Female,4.3,3782,Medium,2011,No
531,62,29795,26,Finance,Pune,Female,1.8,13454,Low,2005,No
532,28,84555,0,HR,Bangalore,Male,5.0,13372,Low,2004,Yes
533,46,72204,20,HR,Pune,Female,2.9,13075,Low,2009,No
534,53,89754,9,HR,Chennai,Female,3.9,15208,Low,2005,Yes
535,42,84860,30,Sales,Pune,Female,3.7,1864,Medium,2008,Yes
536,38,71529,24,Marketing,Delhi,Female,3.3,5553,High,2023,No
537,53,31672,19,HR,Delhi,Female,5.0,9055,Medium,2019,Yes
538,27,74238,1,IT,Bangalore,Male,1.9,17755,Low,2017,Yes
539,54,116578,14,HR,Chennai,Female,2.7,6337,Low,2003,Yes
540,26,55950,27,HR,Chennai,Female,1.5,13546,High,2012,Yes
541,41,31009,12,HR,Chennai,Female,1.7,2997,Low,2021,No
542,52,67096,13,Marketing,Chennai,Male,3.9,8815,Medium,2022,Yes
543,52,39544,1,HR,Chennai,Female,1.0,8537,Medium,2003,No
544,53,75728,33,Marketing,Mumbai,Male,4.6,17040,Medium,2012,No
545,35,49381,34,Marketing,Pune,Female,3.5,15136,Medium,2010,Yes
546,56,45287,36,Sales,Chennai,Female,2.8,6460,Low,2010,Yes
547,49,84610,24,IT,Delhi,Male,2.3,13121,High,2018,No
548,41,88122,14,HR,Pune,Female,1.5,15157,Medium,2000,No
549,40,88184,11,HR,Bangalore,Female,4.7,3531,Low,2013,Yes
550,49,60081,8,HR,Bangalore,Male,3.8,12547,Medium,2012,No
551,54,103637,30,Marketing,Chennai,Female,2.3,5443,High,2006,Yes
552,29,65312,13,Finance,Mumbai,Female,1.3,15676,Low,2000,No
553,30,107228,28,IT,Mumbai,Female,2.3,2397,Medium,2012,Yes
554,40,92943,37,HR,Pune,Male,1.7,14293,High,2023,Yes
555,42,102790,7,Finance,Mumbai,Male,4.1,17165,Low,2004,No
556,52,100770,2,Finance,Bangalore,Female,3.9,18825,Low,2007,No
557,58,72726,1,Finance,Chennai,Female,3.0,3880,Medium,2013,Yes
558,47,42211,15,IT,Delhi,Male,4.5,5377,Low,2001,Yes
559,34,49480,18,Finance,Bangalore,Female,1.7,2266,Low,2018,No
560,37,67780,29,HR,Bangalore,Female,2.8,3837,Medium,2003,No
561,42,77138,15,HR,Pune,Male,3.8,10646,Medium,2001,No
562,39,110382,30,Sales,Mumbai,Male,1.3,10198,Low,2003,No
563,30,62503,27,Marketing,Delhi,Male,2.5,5828,Medium,2005,Yes
564,36,77893,3,Finance,Delhi,Female,3.3,17611,Medium,2022,Yes
565,53,66193,9,Marketing,Mumbai,Female,2.5,19769,Low,2021,Yes
566,29,81358,17,Marketing,Chennai,Male,2.9,12249,Medium,2022,No
567,58,100857,31,Marketing,Mumbai,Female,3.4,19301,High,2017,Yes
568,36,98182,29,Marketing,Chennai,Female,2.5,17497,Low,2000,No
569,29,42117,35,Marketing,Delhi,Female,1.4,3151,Low,2012,No
570,26,79056,8,HR,Pune,Female,1.6,17811,High,2014,No
571,24,78706,35,IT,Bangalore,Male,3.1,5598,Medium,2008,No
572,45,90429,28,Finance,Delhi,Female,1.7,19328,Medium,2022,Yes
573,31,29476,15,Finance,Delhi,Male,4.6,18340,Medium,2001,No
574,48,102806,27,HR,Delhi,Female,4.3,9336,Low,2013,Yes
575,36,75006,20,HR,Bangalore,Male,2.4,8888,Medium,2022,No
576,64,107238,1,Marketing,Chennai,Male,4.3,15008,Medium,2003,No
577,33,89918,34,IT,Pune,Female,3.1,13965,Low,2018,Yes
578,22,83155,27,Finance,Pune,Male,1.6,15916,Low,2019,Yes
579,52,87321,35,Sales,Pune,Female,3.5,7692,Medium,2004,Yes
580,29,65798,30,HR,Chennai,Female,3.7,3282,High,2008,Yes
581,42,97271,32,Sales,Mumbai,Male,1.3,15410,Low,2019,No
582,38,50177,22,Finance,Mumbai,Male,2.3,6739,High,2019,No
583,53,116248,16,HR,Pune,Male,1.0,13219,High,2016,Yes
584,40,102215,0,Finance,Delhi,Male,2.3,3342,Low,2015,No
585,33,63013,22,HR,Delhi,Female,2.3,15494,High,2016,Yes
586,56,102600,26,Finance,Bangalore,Female,3.5,6872,Medium,2019,Yes
587,62,116099,24,Sales,Mumbai,Male,1.8,17430,High,2019,No
588,59,73450,31,IT,Delhi,Male,1.1,7047,Medium,2006,No
589,56,118628,18,HR,Pune,Male,2.3,7506,Low,2000,No
590,31,67928,23,Sales,Bangalore,Female,4.3,8500,Medium,2011,No
591,48,112403,2,Finance,Mumbai,Male,2.6,5709,Low,2020,No
592,22,65382,11,Sales,Bangalore,Female,2.7,2187,High,2023,Yes
593,52,119290,34,HR,Delhi,Female,2.9,8028,Low,2023,No
594,40,105038,14,Sales,Pune,Male,4.0,5265,Medium,2022,Yes
595,46,20760,16,Finance,Pune,Female,2.9,17977,Low,2019,No
596,60,44142,31,Marketing,Pune,Female,1.4,10862,High,2022,No
597,28,37290,6,IT,Delhi,Female,1.8,3870,High,2016,No
598,35,91035,18,IT,Chennai,Male,1.8,1511,Medium,2014,Yes
599,64,20364,6,Marketing,Pune,Male,3.0,6451,Medium,2005,Yes
600,29,76921,4,HR,Chennai,Female,1.1,6322,Low,2012,Yes
601,26,39797,39,Sales,Pune,Male,2.1,19460,Medium,2022,Yes
602,27,52535,20,Sales,Chennai,Female,3.4,4010,Low,2011,Yes
603,61,66300,6,Marketing,Mumbai,Male,2.4,11401,Medium,2002,Yes
604,34,67176,36,Marketing,Mumbai,Female,3.8,4745,High,2007,No
605,55,36105,22,Finance,Pune,Male,2.6,12230,High,2023,No
606,24,27939,10,Finance,Bangalore,Male,4.9,17282,Medium,2023,No
607,63,99472,9,IT,Bangalore,Female,4.9,1558,Low,2015,No
608,30,62029,20,HR,Delhi,Male,4.2,19143,High,2014,No
609,57,35863,32,HR,Mumbai,Female,4.8,7200,Low,2020,Yes
610,59,98097,19,Marketing,Mumbai,Male,1.8,4705,High,2006,Yes
611,26,30447,32,IT,Bangalore,Male,4.0,7626,Medium,2015,No
612,44,116160,39,IT,Pune,Male,2.3,6264,Medium,2020,Yes
613,19,66940,34,Finance,Delhi,Male,3.9,4225,Medium,2023,Yes
614,22,97947,33,Sales,Mumbai,Female,2.5,2404,High,2010,Yes
615,46,105001,35,HR,Delhi,Female,2.2,3697,Medium,2003,Yes
616,54,39642,26,IT,Mumbai,Female,4.8,14459,Medium,2015,No
617,55,116798,18,Finance,Chennai,Female,1.8,6646,Medium,2003,No
618,36,115899,4,Finance,Chennai,Male,4.0,12495,Low,2022,Yes
619,25,87643,28,Finance,Delhi,Male,3.7,19544,Medium,2022,No
620,62,27928,9,Sales,Bangalore,Female,2.2,1650,Low,2010,Yes
621,18,68002,39,IT,Bangalore,Female,2.8,6597,Low,2023,No
622,39,104853,12,Marketing,Mumbai,Female,1.6,6525,High,2015,No
623,34,45017,28,Marketing,Chennai,Female,4.7,5497,Medium,2015,No
624,24,99064,4,Finance,Chennai,Male,4.9,14971,High,2006,No
625,42,33313,11,Finance,Delhi,Female,3.9,4854,Medium,2022,No
626,62,21559,12,Sales,Delhi,Male,4.4,2612,Low,2005,Yes
627,21,70893,21,Finance,Bangalore,Male,1.3,5476,High,2021,No
628,53,35167,39,IT,Bangalore,Male,2.5,11317,Low,2009,No
629,23,100879,14,Finance,Bangalore,Male,2.3,11222,Medium,2018,Yes
630,48,58598,12,Finance,Pune,Male,3.3,3276,High,2019,No
631,36,27523,0,IT,Chennai,Male,1.7,14463,Medium,2014,No
632,61,69777,37,HR,Chennai,Male,3.3,4886,High,2003,Yes
633,56,48439,0,Marketing,Delhi,Female,3.6,13191,Medium,2005,Yes
634,44,101060,10,Finance,Chennai,Female,1.5,8650,Low,2018,Yes
635,27,33285,39,IT,Delhi,Male,1.5,6587,Low,2019,Yes
636,43,30973,21,Marketing,Pune,Female,1.1,4753,High,2021,Yes
637,36,42694,34,Sales,Bangalore,Male,4.0,10311,Medium,2011,Yes
638,56,55774,5,HR,Pune,Female,2.3,11724,Medium,2005,Yes
639,20,24302,27,Finance,Bangalore,Female,1.9,18060,Low,2012,Yes
640,62,42391,30,HR,Bangalore,Female,4.1,4054,High,2004,No
641,30,24611,7,Finance,Delhi,Female,1.6,16904,Medium,2013,Yes
642,45,29372,4,Finance,Bangalore,Female,2.7,16744,Medium,2013,No
643,37,44312,16,Finance,Pune,Female,4.0,18647,Low,2016,Yes
644,45,34080,37,HR,Mumbai,Female,3.3,4344,Medium,2021,No
645,25,100618,8,Sales,Delhi,Female,3.2,12309,Low,2003,No
646,58,116213,9,IT,Bangalore,Male,1.6,12252,High,2007,No
647,56,40874,19,IT,Bangalore,Male,1.7,15686,Medium,2000,No
648,18,82537,13,Sales,Chennai,Male,3.3,13961,Medium,2011,No
649,20,93914,13,Sales,Delhi,Female,1.1,11498,Low,2012,No
650,30,21597,25,Finance,Delhi,Male,4.5,17011,Low,2020,Yes
651,45,31600,28,Finance,Pune,Male,2.4,16897,Medium,2019,Yes
652,42,23747,26,IT,Mumbai,Female,2.7,6947,Low,2004,Yes
653,50,99415,24,Finance,Pune,Male,2.0,18465,Low,2006,No
654,55,98553,15,Finance,Pune,Male,4.5,16585,High,2002,Yes
655,23,44815,35,Sales,Pune,Female,3.6,7407,Low,2018,Yes
656,61,104500,33,HR,Mumbai,Female,2.8,15074,Medium,2006,Yes
657,62,114348,15,Marketing,Pune,Male,3.3,18864,Low,2016,Yes
658,49,44714,32,Marketing,Delhi,Female,2.5,19285,Medium,2012,No
659,62,38890,2,Finance,Mumbai,Female,2.9,17805,Medium,2023,No
660,64,81509,22,Finance,Bangalore,Male,2.4,19874,Low,2018,No
661,38,81824,10,Marketing,Chennai,Female,2.6,17780,Medium,2012,No
662,33,24725,17,Sales,Chennai,Male,2.3,7498,High,2007,Yes
663,38,63205,28,Marketing,Delhi,Female,1.3,15722,High,2007,Yes
664,28,40684,4,Marketing,Chennai,Female,1.1,3975,Medium,2012,No
665,54,111861,23,Marketing,Chennai,Male,1.7,2812,High,2001,No
666,53,77911,28,Finance,Chennai,Female,2.0,19910,Low,2002,Yes
667,52,118078,28,Finance,Bangalore,Female,4.6,12399,Low,2012,Yes
668,36,33092,25,Marketing,Chennai,Male,3.4,17390,Low,2016,Yes
669,37,115918,39,Finance,Pune,Female,4.8,5835,Medium,2005,Yes
670,35,59770,2,Marketing,Delhi,Female,2.4,9290,Low,2002,No
671,64,45457,1,Sales,Delhi,Female,2.6,2490,Low,2000,Yes
672,58,91667,24,Finance,Delhi,Female,3.9,11938,Medium,2014,No
673,31,110751,18,HR,Bangalore,Male,3.3,5225,High,2007,No
674,32,82894,39,Finance,Bangalore,Female,3.1,14636,Low,2022,Yes
675,48,81305,1,Sales,Chennai,Female,3.3,5814,Medium,2011,Yes
676,18,32612,18,Sales,Pune,Female,3.3,4215,High,2006,No
677,20,98627,0,Finance,Chennai,Female,4.1,19699,High,2015,Yes
678,33,57089,26,IT,Delhi,Female,3.7,7627,High,2007,No
679,40,115295,34,Marketing,Pune,Male,4.8,7453,Low,2008,No
680,28,72137,4,Marketing,Delhi,Female,4.8,5597,High,2007,Yes
681,29,20559,37,Sales,Pune,Male,2.7,17021,High,2005,No
682,27,86249,3,Finance,Mumbai,Male,1.1,19435,High,2000,Yes
683,49,57361,16,IT,Bangalore,Male,1.0,5555,Low,2015,Yes
684,33,100720,20,HR,Bangalore,Male,1.5,8956,Medium,2000,Yes
685,25,35261,30,Marketing,Delhi,Female,1.3,12226,High,2012,Yes
686,55,40372,21,IT,Delhi,Male,2.5,3217,Medium,2010,Yes
687,29,75355,10,Marketing,Mumbai,Female,1.2,8002,High,2022,No
688,41,117676,33,Finance,Chennai,Female,3.5,9799,High,2010,Yes
689,45,118560,14,Marketing,Pune,Male,1.8,11787,Low,2018,No
690,25,77920,9,HR,Mumbai,Male,3.1,10488,High,2018,No
691,45,52544,37,Finance,Mumbai,Female,1.4,7325,High,2010,No
692,53,20037,31,Sales,Delhi,Male,4.3,3394,Medium,2014,No
693,43,63032,30,IT,Delhi,Female,4.1,12142,Low,2009,No
694,25,98233,36,Marketing,Chennai,Male,2.5,2909,Medium,2019,No
695,45,61420,27,Finance,Chennai,Female,4.6,1869,Medium,2015,Yes
696,45,117243,30,Finance,Delhi,Female,1.7,16933,Medium,2002,No
697,54,111552,5,Marketing,Bangalore,Male,4.3,3677,Medium,2001,No
698,58,54600,13,Sales,Chennai,Male,3.2,1098,Low,2020,Yes
699,53,68285,22,Marketing,Mumbai,Male,2.3,15830,High,2013,No
700,44,82008,15,Sales,Delhi,Male,1.3,18696,Low,2014,Yes
701,34,109520,24,Marketing,Pune,Female,1.7,14050,High,2023,No
702,26,25167,38,Finance,Pune,Male,4.5,5695,High,2007,No
703,50,20432,1,HR,Bangalore,Female,3.4,16646,Medium,2000,No
704,37,89687,37,HR,Delhi,Female,1.9,16130,High,2023,Yes
705,30,91947,38,Finance,Mumbai,Female,3.0,6168,Low,2013,Yes
706,45,116324,33,HR,Bangalore,Female,1.4,17968,High,2013,No
707,46,70903,39,Sales,Mumbai,Male,1.4,14505,Low,2018,No
708,30,112159,24,Finance,Pune,Male,4.6,5204,Low,2007,Yes
709,63,74149,35,Sales,Mumbai,Female,2.8,11606,Low,2008,Yes
710,52,107640,15,Finance,Pune,Female,2.4,16992,High,2014,No
711,23,76768,17,Sales,Chennai,Male,4.8,10561,Medium,2011,No
712,35,80184,12,Sales,Pune,Male,2.6,4340,Low,2017,Yes
713,22,85792,36,HR,Pune,Female,2.3,8919,Medium,2000,No
714,64,53439,26,Finance,Bangalore,Female,2.1,8655,Low,2014,No
715,42,53257,33,Marketing,Bangalore,Female,3.3,11769,High,2000,Yes
716,19,64674,10,HR,Delhi,Male,3.2,12308,Low,2000,Yes
717,27,71248,0,Sales,Delhi,Male,1.1,9599,High,2020,No
718,47,103602,12,Sales,Pune,Male,3.6,19358,High,2001,Yes
719,62,65371,29,Marketing,Chennai,Female,4.2,18695,High,2003,No
720,22,118282,4,Marketing,Delhi,Male,3.5,4078,High,2016,Yes
721,50,87996,17,Sales,Pune,Female,4.5,1275,Medium,2001,No
722,18,57297,13,Marketing,Bangalore,Male,2.1,7892,High,2006,No
723,35,74273,12,IT,Delhi,Female,1.8,16329,Low,2021,Yes
724,49,81256,31,HR,Delhi,Male,3.8,12129,Medium,2009,No
725,64,54743,6,Finance,Pune,Female,1.8,13653,Medium,2009,Yes
726,28,88752,7,Marketing,Pune,Female,1.4,14215,Medium,2012,No
727,38,99803,6,Marketing,Mumbai,Female,1.4,3915,Medium,2004,Yes
728,43,95117,15,IT,Mumbai,Male,4.1,13976,Low,2006,Yes
729,42,90051,30,Finance,Chennai,Male,1.1,5697,High,2013,Yes
730,39,42076,26,IT,Delhi,Female,2.2,12219,Low,2017,Yes
731,44,95312,32,Finance,Mumbai,Female,1.5,16887,High,2021,Yes
732,30,107483,28,HR,Pune,Female,4.0,1734,Medium,2018,Yes
733,50,22963,7,Marketing,Delhi,Female,3.0,16773,Medium,2019,Yes
734,51,92322,32,HR,Mumbai,Female,1.8,19137,Medium,2020,Yes
735,58,33866,18,Finance,Chennai,Female,4.0,19169,Medium,2020,Yes
736,52,52305,20,Marketing,Chennai,Female,4.0,15473,High,2009,Yes
737,18,82403,20,IT,Chennai,Female,3.1,14798,Medium,2007,Yes
738,38,102896,24,Sales,Chennai,Female,2.1,2264,High,2020,Yes
739,23,52813,22,IT,Pune,Male,3.3,19944,Medium,2001,Yes
740,45,86729,10,Sales,Chennai,Female,4.7,4694,Low,2013,Yes
741,34,80686,32,IT,Bangalore,Female,1.2,4542,Medium,2001,No
742,22,24512,19,Finance,Chennai,Female,2.1,14669,High,2011,No
743,48,42666,24,HR,Mumbai,Female,2.1,9649,High,2016,No
744,22,36630,25,Sales,Delhi,Male,3.5,6662,Low,2017,No
745,55,94519,39,Finance,Mumbai,Female,3.6,5172,High,2016,Yes
746,20,20636,11,HR,Delhi,Female,1.8,12810,Low,2014,No
747,40,23775,31,HR,Pune,Female,1.9,16019,Medium,2002,No
748,54,87957,32,Marketing,Delhi,Female,4.7,19054,Medium,2020,Yes
749,54,84591,9,Marketing,Bangalore,Female,4.0,13239,Medium,2018,Yes
750,27,98561,3,Marketing,Chennai,Male,4.7,14256,High,2022,Yes
751,27,94816,14,Sales,Mumbai,Female,4.3,9103,Medium,2010,No
